age,,education,education-num,race,capital-gain,capital-loss,hours-per-week,native-country,Income
37,213841, Some-college,10, White,0,0,50, United-States, >50K
52,181677, 10th,6, White,0,0,30, United-States, >50K
46,160061, Some-college,10, Black,0,0,40, United-States, <=50K
20,285295, Some-college,10, Asian-Pac-Islander,0,0,40, ?, <=50K
43,265266, HS-grad,9, White,0,0,40, United-States, <=50K
46,222115, Bachelors,13, White,99999,0,40, United-States, >50K
25,194954, Some-college,10, White,0,0,15, United-States, <=50K
48,156926, Bachelors,13, White,0,0,40, United-States, <=50K
36,217414, Some-college,10, White,0,0,55, United-States, <=50K
37,538443, HS-grad,9, White,14344,0,40, United-States, >50K
18,192399, Some-college,10, White,0,0,60, United-States, <=50K
42,383493, Masters,14, White,0,0,50, United-States, >50K
60,193235, Assoc-acdm,12, White,0,0,24, United-States, <=50K
37,99452, Some-college,10, White,0,0,55, United-States, >50K
44,254134, Assoc-acdm,12, Black,0,0,40, United-States, <=50K
32,90446, 10th,6, White,0,0,40, United-States, <=50K
29,116613, Bachelors,13, White,0,0,40, Portugal, <=50K
42,238188, Masters,14, White,0,0,35, United-States, >50K
17,95909, 11th,7, White,0,0,12, United-States, <=50K
41,82319, 12th,8, White,0,0,10, United-States, <=50K
34,182274, Some-college,10, White,0,1887,40, United-States, >50K
56,179625, 10th,6, White,0,0,32, United-States, <=50K
28,119793, Some-college,10, White,0,0,40, United-States, <=50K
28,254989, 11th,7, White,0,0,40, United-States, <=50K
19,104830, 7th-8th,4, White,0,0,25, Guatemala, <=50K
49,110373, Some-college,10, White,0,0,40, United-States, >50K
36,135416, Some-college,10, White,0,0,50, United-States, <=50K
25,298225, Some-college,10, White,0,0,35, United-States, <=50K
42,166740, Bachelors,13, White,0,0,40, United-States, <=50K
47,213668, Prof-school,15, White,0,1977,50, United-States, >50K
26,276624, Some-college,10, White,0,0,40, United-States, <=50K
35,226789, Some-college,10, White,0,0,58, United-States, <=50K
37,31023, HS-grad,9, White,0,0,45, United-States, <=50K
39,116666, HS-grad,9, Amer-Indian-Eskimo,4650,0,48, United-States, <=50K
42,136986, HS-grad,9, White,0,0,35, United-States, >50K
41,179580, Some-college,10, White,0,0,36, United-States, >50K
23,103277, Some-college,10, White,0,0,24, United-States, <=50K
31,351141, HS-grad,9, White,0,0,40, United-States, <=50K
36,191161, Some-college,10, White,0,0,57, United-States, >50K
20,148709, Some-college,10, White,0,0,25, United-States, <=50K
36,128382, Some-college,10, White,0,0,45, United-States, <=50K
50,144361, HS-grad,9, White,0,0,50, United-States, >50K
37,172538, HS-grad,9, White,0,0,40, United-States, <=50K
25,102476, Bachelors,13, White,27828,0,50, United-States, >50K
39,46028, Some-college,10, White,0,0,60, United-States, <=50K
32,198452, HS-grad,9, White,0,0,40, United-States, <=50K
59,193895, Some-college,10, White,0,0,35, United-States, <=50K
29,233421, Bachelors,13, White,3411,0,45, United-States, <=50K
50,378747, HS-grad,9, Black,0,0,40, United-States, <=50K
42,31251, Assoc-voc,11, White,0,0,37, United-States, <=50K
32,71540, Some-college,10, White,0,0,40, United-States, <=50K
48,194772, Assoc-acdm,12, White,0,1902,40, United-States, >50K
20,34568, HS-grad,9, White,3781,0,35, United-States, <=50K
50,36480, 10th,6, White,0,0,45, United-States, <=50K
18,116528, Some-college,10, White,0,0,30, United-States, <=50K
60,52152, Masters,14, White,0,0,50, United-States, <=50K
60,216690, Some-college,10, White,0,0,40, ?, <=50K
42,227065, Masters,14, White,0,0,22, United-States, <=50K
49,84013, HS-grad,9, White,0,0,35, United-States, <=50K
35,82051, Some-college,10, White,0,0,40, United-States, <=50K
30,176185, Assoc-acdm,12, White,0,0,60, Iran, <=50K
59,115414, Some-college,10, White,0,0,40, United-States, >50K
24,493034, HS-grad,9, Black,13550,0,50, United-States, >50K
55,354923, Assoc-acdm,12, White,0,0,40, United-States, <=50K
19,393712, HS-grad,9, White,0,0,20, United-States, <=50K
39,98941, HS-grad,9, White,0,0,40, United-States, <=50K
48,141483, Some-college,10, White,0,0,40, United-States, <=50K
44,172479, Bachelors,13, White,7688,0,40, United-States, >50K
21,226145, Some-college,10, White,0,0,30, United-States, <=50K
23,394612, Bachelors,13, Black,0,0,40, United-States, <=50K
22,231085, Some-college,10, White,0,0,30, United-States, <=50K
55,183810, Masters,14, White,0,0,55, United-States, >50K
19,186159, Some-college,10, White,0,0,40, United-States, <=50K
23,162282, Some-college,10, White,0,0,25, United-States, <=50K
46,219021, HS-grad,9, White,15024,0,44, United-States, >50K
23,273206, Bachelors,13, White,0,0,23, United-States, <=50K
47,332355, Masters,14, White,15024,0,50, United-States, >50K
23,102729, Some-college,10, White,0,0,15, United-States, <=50K
42,198096, Some-college,10, White,0,0,40, United-States, >50K
22,292933, Bachelors,13, White,0,0,10, United-States, <=50K
18,135924, HS-grad,9, White,0,0,20, United-States, <=50K
37,99146, Bachelors,13, White,0,1977,50, United-States, >50K
34,27409, 9th,5, White,0,0,50, United-States, <=50K
30,299507, Assoc-acdm,12, White,0,0,40, United-States, <=50K
62,102631, Some-college,10, White,0,0,50, United-States, <=50K
51,153486, Some-college,10, White,0,0,40, United-States, <=50K
34,434292, HS-grad,9, Black,0,0,30, United-States, <=50K
28,240172, Masters,14, White,0,0,40, United-States, <=50K
56,219426, 10th,6, White,0,0,40, United-States, <=50K
46,295791, HS-grad,9, White,0,0,30, United-States, <=50K
46,114032, Some-college,10, White,0,1887,45, United-States, >50K
23,496382, Some-college,10, White,0,0,40, Guatemala, <=50K
33,376483, Bachelors,13, Black,0,0,30, United-States, <=50K
27,107218, HS-grad,9, Asian-Pac-Islander,0,0,40, United-States, <=50K
21,246207, Some-college,10, Black,0,0,20, United-States, <=50K
18,80564, HS-grad,9, White,0,0,60, United-States, <=50K
36,83089, 5th-6th,3, White,7298,0,40, Mexico, >50K
37,328301, Bachelors,13, White,0,0,36, United-States, <=50K
39,301614, 11th,7, White,0,0,40, United-States, <=50K
36,199739, HS-grad,9, White,7298,0,60, United-States, >50K
24,180060, Assoc-acdm,12, White,2354,0,40, United-States, <=50K
26,121040, Assoc-acdm,12, Black,0,0,40, United-States, <=50K
37,125550, HS-grad,9, White,0,0,60, United-States, <=50K
34,170772, HS-grad,9, White,0,0,50, United-States, <=50K
33,180551, HS-grad,9, White,0,0,40, United-States, <=50K
33,48189, HS-grad,9, White,0,0,30, United-States, <=50K
20,432154, HS-grad,9, White,0,0,8, Mexico, <=50K
26,263200, Some-college,10, White,0,0,38, United-States, <=50K
47,123207, HS-grad,9, White,0,0,20, United-States, >50K
17,110798, 11th,7, White,0,0,20, United-States, <=50K
53,238481, Assoc-voc,11, White,0,1485,40, United-States, <=50K
31,185528, Some-college,10, White,0,0,35, United-States, <=50K
34,181311, 11th,7, White,0,0,40, United-States, <=50K
23,528616, 5th-6th,3, White,0,0,40, Mexico, <=50K
39,272950, Bachelors,13, White,0,0,45, United-States, >50K
22,195532, HS-grad,9, White,0,0,40, United-States, <=50K
21,197583, Some-college,10, White,0,0,20, United-States, <=50K
40,48612, HS-grad,9, Black,0,0,35, United-States, <=50K
54,31533, Masters,14, White,7298,0,40, United-States, >50K
32,148138, Bachelors,13, Asian-Pac-Islander,0,2002,40, Iran, <=50K
29,30069, HS-grad,9, White,2635,0,40, United-States, <=50K
68,170182, Some-college,10, Black,0,0,40, United-States, <=50K
27,230885, Bachelors,13, White,0,0,45, United-States, >50K
54,174102, Some-college,10, White,0,0,40, United-States, >50K
23,352606, HS-grad,9, White,0,0,40, United-States, <=50K
38,241153, Masters,14, White,0,0,48, United-States, >50K
54,155433, HS-grad,9, White,0,0,35, United-States, <=50K
21,109414, Some-college,10, Asian-Pac-Islander,0,1974,40, United-States, <=50K
40,125461, Assoc-voc,11, White,0,0,42, United-States, <=50K
19,331556, 10th,6, White,0,0,40, United-States, <=50K
21,138575, HS-grad,9, White,0,0,60, United-States, <=50K
35,223514, Bachelors,13, Black,0,0,40, United-States, <=50K
39,115418, Some-college,10, White,2174,0,45, United-States, <=50K
38,193026, HS-grad,9, White,0,1408,40, ?, <=50K
41,147206, 12th,8, White,0,0,40, United-States, >50K
26,174592, Some-college,10, White,0,0,40, United-States, <=50K
35,268620, HS-grad,9, White,0,0,45, United-States, <=50K
70,150886, Some-college,10, White,0,0,25, United-States, <=50K
45,112362, 10th,6, White,0,0,40, United-States, <=50K
83,195507, HS-grad,9, White,0,0,55, United-States, <=50K
59,192983, HS-grad,9, White,0,0,40, United-States, <=50K
18,120544, 9th,5, Black,0,0,15, United-States, <=50K
31,59083, HS-grad,9, White,0,0,40, United-States, <=50K
43,208277, Masters,14, White,0,0,45, United-States, >50K
24,184678, Bachelors,13, White,0,0,40, United-States, <=50K
33,278736, Assoc-voc,11, White,0,0,50, United-States, <=50K
48,39464, Masters,14, White,0,0,52, United-States, <=50K
27,162343, Bachelors,13, White,0,0,40, Dominican-Republic, <=50K
41,204046, HS-grad,9, White,0,0,40, United-States, <=50K
25,255647, HS-grad,9, White,0,0,25, Mexico, <=50K
53,123011, HS-grad,9, White,0,0,40, United-States, >50K
66,291362, Prof-school,15, White,0,0,50, United-States, <=50K
31,159187, Some-college,10, White,0,0,40, United-States, >50K
30,126414, Bachelors,13, White,0,0,40, United-States, <=50K
22,227626, HS-grad,9, White,0,0,40, United-States, <=50K
47,173783, Bachelors,13, White,15024,0,60, United-States, >50K
74,211075, HS-grad,9, White,0,0,40, United-States, >50K
37,176756, Some-college,10, Black,0,1485,70, United-States, >50K
35,31095, Some-college,10, White,4101,0,60, United-States, <=50K
51,32372, Bachelors,13, White,0,1672,70, United-States, <=50K
40,331651, Some-college,10, White,0,0,40, United-States, <=50K
51,146325, Doctorate,16, White,0,1887,40, United-States, >50K
26,515025, 10th,6, White,0,0,40, United-States, <=50K
53,394474, Assoc-acdm,12, Black,0,0,40, United-States, <=50K
32,400535, HS-grad,9, White,3781,0,40, United-States, <=50K
29,337505, Some-college,10, Asian-Pac-Islander,0,0,40, South, <=50K
42,211860, HS-grad,9, White,0,0,40, United-States, <=50K
22,102684, Some-college,10, White,0,0,32, United-States, <=50K
62,225657, HS-grad,9, White,0,0,24, United-States, <=50K
33,121966, HS-grad,9, White,0,0,40, United-States, <=50K
21,396790, HS-grad,9, Black,0,0,20, United-States, <=50K
46,149949, Bachelors,13, White,0,0,45, United-States, >50K
25,252187, 11th,7, White,0,0,40, United-States, <=50K
29,209934, 5th-6th,3, White,0,0,40, Mexico, <=50K
29,229300, Bachelors,13, White,0,0,48, United-States, <=50K
33,170769, Doctorate,16, White,99999,0,60, United-States, >50K
50,200618, Assoc-acdm,12, White,0,0,40, United-States, <=50K
22,216984, HS-grad,9, Amer-Indian-Eskimo,0,0,40, United-States, <=50K
40,212760, HS-grad,9, White,0,0,40, United-States, <=50K
28,150309, HS-grad,9, Amer-Indian-Eskimo,0,0,45, United-States, <=50K
54,174655, HS-grad,9, White,0,0,40, United-States, <=50K
29,109621, HS-grad,9, White,0,0,40, United-States, <=50K
49,225124, HS-grad,9, Black,0,0,40, United-States, <=50K
46,172695, 11th,7, White,0,0,27, El-Salvador, <=50K
71,238479, 10th,6, White,0,0,8, United-States, <=50K
27,37754, Some-college,10, White,0,0,80, United-States, <=50K
56,85018, HS-grad,9, White,0,0,40, United-States, <=50K
64,256466, HS-grad,9, Asian-Pac-Islander,0,0,60, Philippines, >50K
23,169188, Some-college,10, White,0,0,25, United-States, <=50K
36,210945, Bachelors,13, White,0,0,40, United-States, >50K
39,287031, Masters,14, White,0,0,45, United-States, >50K
26,224361, HS-grad,9, White,0,0,40, United-States, <=50K
31,108464, Assoc-acdm,12, White,0,0,40, United-States, <=50K
36,75826, Bachelors,13, White,0,0,40, United-States, <=50K
43,120277, HS-grad,9, White,0,0,40, United-States, >50K
25,104439, Some-college,10, White,0,0,50, United-States, <=50K
27,56870, HS-grad,9, White,0,0,40, United-States, <=50K
24,200819, 12th,8, White,0,0,40, United-States, <=50K
50,170562, Assoc-acdm,12, White,0,0,20, United-States, <=50K
30,80933, HS-grad,9, White,0,0,40, United-States, <=50K
24,33088, 11th,7, White,0,0,40, United-States, <=50K
41,112763, Masters,14, White,7430,0,36, United-States, >50K
29,177651, Some-college,10, White,0,0,45, United-States, <=50K
31,261943, Some-college,10, White,0,0,40, United-States, <=50K
54,169785, Some-college,10, White,0,0,40, Italy, <=50K
20,141481, 11th,7, White,0,0,50, United-States, <=50K
37,433491, HS-grad,9, White,0,0,40, United-States, <=50K
28,86615, HS-grad,9, Black,0,0,30, United-States, <=50K
39,125550, HS-grad,9, White,0,0,40, United-States, >50K
46,421223, Some-college,10, White,0,0,40, United-States, <=50K
35,26999, Bachelors,13, White,0,0,42, United-States, <=50K
36,241998, Some-college,10, White,99999,0,20, United-States, >50K
34,133861, HS-grad,9, White,0,0,25, United-States, <=50K
44,115323, Masters,14, White,0,0,40, United-States, >50K
34,23778, Bachelors,13, White,0,0,50, United-States, <=50K
28,190836, HS-grad,9, White,0,0,50, United-States, >50K
38,159179, Prof-school,15, White,0,0,45, United-States, >50K
64,205479, Bachelors,13, White,0,0,50, United-States, >50K
19,47713, Some-college,10, White,0,0,40, United-States, <=50K
35,163237, Bachelors,13, White,0,0,52, United-States, >50K
61,202202, HS-grad,9, White,0,0,40, United-States, <=50K
45,168837, Some-college,10, White,0,0,40, United-States, <=50K
36,112271, HS-grad,9, White,0,0,40, United-States, <=50K
34,52537, HS-grad,9, Black,0,0,30, United-States, <=50K
27,38353, Assoc-voc,11, White,0,0,60, United-States, <=50K
22,141698, 10th,6, White,0,0,40, United-States, <=50K
26,28856, Bachelors,13, White,0,0,40, United-States, <=50K
19,175652, 11th,7, White,0,0,15, United-States, <=50K
36,213008, HS-grad,9, White,0,0,40, United-States, <=50K
51,196501, Bachelors,13, White,14084,0,50, United-States, >50K
63,118798, HS-grad,9, White,99999,0,40, United-States, >50K
51,92463, HS-grad,9, White,0,0,40, United-States, <=50K
20,125165, Some-college,10, White,0,0,25, United-States, <=50K
42,103980, Assoc-voc,11, White,0,0,50, United-States, <=50K
40,180362, Bachelors,13, White,0,0,40, United-States, <=50K
25,53903, Some-college,10, White,0,0,40, United-States, <=50K
40,179735, Assoc-voc,11, White,0,0,50, United-States, <=50K
41,277390, Bachelors,13, White,0,0,30, United-States, >50K
49,122177, HS-grad,9, White,0,0,80, United-States, <=50K
46,188161, HS-grad,9, Black,0,0,40, United-States, <=50K
32,170108, HS-grad,9, White,0,0,50, United-States, <=50K
28,175262, Some-college,10, Black,0,0,40, Mexico, <=50K
19,204441, HS-grad,9, Black,0,0,20, United-States, <=50K
19,164395, HS-grad,9, White,0,0,25, United-States, <=50K
18,115630, 11th,7, Black,0,0,20, United-States, <=50K
39,178815, HS-grad,9, White,0,0,55, United-States, <=50K
60,168223, Bachelors,13, White,0,0,30, United-States, <=50K
46,202560, Bachelors,13, White,0,1408,40, United-States, <=50K
38,100295, 7th-8th,4, White,0,0,50, Canada, >50K
36,172256, HS-grad,9, White,0,0,44, United-States, >50K
45,51664, Some-college,10, White,0,0,40, United-States, <=50K
60,358893, Bachelors,13, White,0,2339,40, United-States, <=50K
30,115963, 11th,7, White,0,0,40, United-States, <=50K
22,333910, Some-college,10, White,0,0,43, United-States, <=50K
23,148948, Some-college,10, White,0,0,45, United-States, <=50K
48,130561, Some-college,10, Black,0,0,24, United-States, <=50K
46,428350, HS-grad,9, White,0,0,15, United-States, <=50K
43,188808, Masters,14, White,0,0,45, United-States, >50K
25,112847, HS-grad,9, Other,0,0,40, United-States, <=50K
50,110748, Some-college,10, White,0,0,40, United-States, <=50K
61,156653, HS-grad,9, White,0,0,55, United-States, <=50K
35,196491, Bachelors,13, White,0,0,50, United-States, <=50K
65,254413, Some-college,10, White,0,0,40, United-States, <=50K
56,91262, HS-grad,9, Asian-Pac-Islander,0,0,45, United-States, <=50K
43,154785, Bachelors,13, Asian-Pac-Islander,0,0,80, Thailand, <=50K
55,84231, HS-grad,9, White,0,0,50, United-States, <=50K
22,226327, Some-college,10, White,0,0,40, United-States, <=50K
40,248406, Some-college,10, White,0,0,32, United-States, <=50K
35,54317, HS-grad,9, White,0,1672,50, United-States, <=50K
22,32732, Some-college,10, White,0,0,50, United-States, <=50K
20,95918, 9th,5, White,0,0,40, United-States, <=50K
46,375675, 12th,8, White,0,0,35, United-States, >50K
43,244172, HS-grad,9, White,0,0,40, Mexico, <=50K
46,233555, HS-grad,9, Black,0,0,40, ?, <=50K
39,326342, 11th,7, Black,2635,0,37, United-States, <=50K
34,77271, HS-grad,9, White,0,0,20, England, <=50K
35,33397, HS-grad,9, White,0,0,35, United-States, <=50K
30,446358, HS-grad,9, White,0,0,41, United-States, <=50K
25,151810, HS-grad,9, Black,0,0,28, United-States, <=50K
44,125461, Masters,14, White,0,0,35, United-States, >50K
35,133906, HS-grad,9, White,0,0,40, United-States, <=50K
41,155106, HS-grad,9, White,0,0,40, United-States, <=50K
43,203637, Bachelors,13, White,7298,0,40, United-States, >50K
32,232766, Some-college,10, White,0,0,40, United-States, <=50K
50,305319, 7th-8th,4, White,0,0,40, United-States, <=50K
20,121023, Some-college,10, White,0,0,15, United-States, <=50K
29,198997, HS-grad,9, White,0,0,20, United-States, <=50K
38,167140, Prof-school,15, White,99999,0,70, United-States, >50K
20,38772, 10th,6, White,0,0,50, United-States, <=50K
41,253759, HS-grad,9, Black,0,0,40, United-States, <=50K
27,130067, Some-college,10, White,0,0,65, United-States, <=50K
